Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp,Clicked on Ad
37,30,57877.15,172.83,Total 5thgeneration standardization,Kristinfurt,Female,Qatar,6/29/2016 10:50,0
75.15,51,74535.94,221.98,Switchable real-time product,Michaelmouth,Male,Iran,7/14/2016 22:43,1
66.08,19,33951.63,229.22,Proactive actuating Graphical User Interface,Lake Deannaborough,Male,Switzerland,7/3/2016 4:11,0
42.04,37,61230.03,225.58,Robust uniform framework,Wrightburgh,Female,Ukraine,7/18/2016 1:36,0
43.49,37,44304.13,217.37,Streamlined homogeneous analyzer,Westshire,Female,Australia,5/31/2016 9:06,1
55.6,24,59144.02,152.94,Organized global flexibility,North Daniel,Male,Albania,3/23/2016 9:43,0
65.65,40,69718.19,167.22,Front-line dynamic model,Reyesfurt,Female,Qatar,1/5/2016 20:58,0
40.47,27,66815.54,202.18,De-engineered fault-tolerant database,Lake Jose,Female,Senegal,6/12/2016 21:21,0
40.47,27,64045.93,239.32,Front-line bandwidth-monitored capacity,Johnstad,Female,Spain,2/26/2016 19:48,0
47.48,54,58677.69,254.65,Automated stable help-desk,South Meghan,Female,Guatemala,3/31/2016 20:55,1
60.23,50,43974.49,123.13,Realigned content-based leverage,Burgessside,Male,Malawi,4/3/2016 21:13,1
86.06,32,55424.24,244.91,Managed 6thgeneration hierarchy,South Adamhaven,Male,Bolivia,5/8/2016 10:25,0
89.05,50,57868.44,123.13,Function-based context-sensitive secured line,Lake Susan,Female,Tonga,4/4/2016 7:07,1
70.39,27,60968.62,168.92,Upgradable directional system engine,South Cynthiashire,Male,Zimbabwe,3/9/2016 14:57,0
56.39,46,33951.63,229.12,Configurable tertiary capability,Carterland,Male,Switzerland,6/17/2016 20:18,1
33.33,45,46197.59,174.88,Secured 24hour policy,Wintersfort,Female,Taiwan,5/10/2016 17:13,1
56.16,29,56782.18,153.76,Self-enabling local strategy,Youngfort,Female,Uganda,6/18/2016 17:56,1
55.6,32,69481.85,178.92,Business-focused transitional solution,Lisafort,Male,Bolivia,1/9/2016 3:45,0
66.08,19,73941.91,196.77,Synchronized multi-tasking ability,Silvaton,Female,Indonesia,5/12/2016 21:32,0
57.24,52,33951.63,117.75,Adaptive contextually-based methodology,Taylorhaven,Male,Vanuatu,3/24/2016 6:36,1
70.29,31,59886.58,207.17,Optional full-range projection,West Angelabury,Male,Singapore,6/16/2016 2:01,0
60.23,26,60575.99,163.48,Fully-configurable neutral open system,Henryland,Male,Turkey,2/28/2016 23:54,0
59.05,50,57868.44,123.13,Team-oriented dynamic forecast,Burgessside,Male,Afghanistan,3/4/2016 14:33,1
65.59,54,44304.13,168.34,Devolved human-resource circuit,Reyesfurt,Female,Moldova,5/31/2016 9:06,1
43.49,37,67132.46,158.56,Vision-oriented attitude-oriented Internet solution,New Timothy,Female,South Africa,5/30/2016 18:08,1
77.66,33,59886.58,110.66,Focused coherent success,South George,Male,Sri Lanka,7/3/2016 4:11,0
80.51,42,60309.58,199.43,Virtual 5thgeneration neural-net,Hubbardmouth,Male,Czech Republic,2/19/2016 13:26,1
61.22,25,63879.72,140.46,Multi-layered fresh-thinking neural-net,West Aprilport,Male,Gabon,1/3/2016 7:13,0
55.6,39,37334.78,124.44,Configurable mission-critical algorithm,West Joseph,Female,American Samoa,5/6/2016 21:07,1
74.71,33,41547.62,113.12,Persevering eco-centric flexibility,South George,Male,Sri Lanka,1/30/2016 16:15,0
56.39,29,69718.19,191.82,Horizontal client-server database,Klineside,Male,Portugal,1/5/2016 16:26,1
37,30,57877.15,244.91,Managed 6thgeneration hierarchy,Reyesfurt,Female,Guinea,6/29/2016 10:50,0
55.6,35,42993.48,132.63,Business-focused real-time toolset,Robertbury,Male,Hong Kong,4/7/2016 15:18,0
67.8,25,50671.6,178.85,Up-sized maximized model,Lake Rhondaburgh,Male,Georgia,4/28/2016 2:55,0
60.72,28,39799.73,217.37,Sharable reciprocal project,Kennedyfurt,Female,Liberia,6/21/2016 14:32,0
37,36,70592.81,232.78,Upgradable optimizing toolset,South Lisa,Male,Myanmar,4/27/2016 4:28,0
56.34,32,55424.24,178.92,Business-focused transitional solution,Lisafort,Male,Bolivia,5/8/2016 10:25,0
85.73,42,71455.62,238.58,Innovative interactive portal,West Amanda,Female,Czech Republic,1/14/2016 14:00,1
76.2,33,41547.62,120.75,Extended context-sensitive monitoring,New Thomas,Male,Vanuatu,7/9/2016 11:04,0
34.78,36,70592.81,141.52,Ameliorated actuating workforce,Youngfort,Male,Congo,5/13/2016 14:12,0
55.6,35,73889.99,226.54,Proactive bandwidth-monitored policy,Austinland,Male,Puerto Rico,4/7/2016 15:18,0
58.95,36,50628.31,115.26,Operative stable moderator,Destinyfurt,Male,Senegal,6/20/2016 8:22,0
39.36,26,68030.18,228.78,Business-focused real-time toolset,Lake David,Male,Bosnia and Herzegovina,5/15/2016 13:18,0
82.07,44,57846.68,227.63,Reactive demand-driven strategy,Brianfurt,Female,Bulgaria,2/20/2016 0:06,1
55.6,31,42993.48,161.16,Ergonomic methodical encoding,Port Jacqueline,Male,Niger,5/28/2016 20:41,0
59.59,43,55642.32,157.04,Focused coherent success,Port Jeffrey,Female,Turkey,4/3/2016 21:13,1
65.59,19,51067.54,161.16,Automated stable help-desk,Reyesfurt,Female,Moldova,3/31/2016 20:55,1
86.06,32,55424.24,178.92,Business-focused transitional solution,Lisafort,Male,Latvia,3/31/2016 20:55,0
89,51,41547.62,178.92,Extended systemic policy,Port Christopherborough,Male,Indonesia,1/31/2016 5:12,0
55.6,24,52252.91,182.2,Pre-emptive systematic budgetary management,Lake Matthewland,Female,Algeria,1/3/2016 16:01,1
78.51,40,38067.08,221.98,Synergized coherent interface,Port Christopherborough,Male,Honduras,7/13/2016 16:12,0
82.79,24,59144.02,147.75,Sharable secondary Graphical User Interface,Robinsonland,Female,Madagascar,6/29/2016 2:48,1
42.04,24,52252.91,240.63,Phased zero-defect portal,West Ricardo,Female,El Salvador,2/27/2016 12:34,1
55.6,24,52252.91,182.2,Distributed tertiary system engine,West James,Female,Algeria,4/17/2016 21:39,0
82.07,48,43974.49,157.04,Polarized tangible collaboration,Burgessside,Female,Bangladesh,7/17/2016 1:13,1
40.04,23,60514.05,146.8,Team-oriented executive core,Hubbardmouth,Female,Czech Republic,1/14/2016 14:00,1
71.84,29,61172.07,196.17,Digitized content-based circuit,Mosleyburgh,Female,Myanmar,6/12/2016 21:21,0
73.72,35,51662.24,236.87,Face-to-face even-keeled website,Karenmouth,Female,Saint Vincent and the Grenadines,6/21/2016 3:14,1
56.39,40,38067.08,140.46,Inverse zero-defect capability,Youngfort,Female,Uganda,2/17/2016 20:22,1
46.61,43,53922.43,184.23,Reverse-engineered maximized focus group,Port Katelynview,Female,Bangladesh,4/17/2016 21:39,1
59.59,48,52736.33,157.04,Polarized tangible collaboration,Burgessside,Female,Kenya,7/17/2016 1:13,1
41.73,28,71222.4,216.24,Down-sized bandwidth-monitored core,Garnerberg,Female,Zambia,2/26/2016 1:18,0
49.21,46,54286.1,130.86,Automated multi-state toolset,Richardsonshire,Female,Australia,4/15/2016 15:07,1
80.3,37,56683.32,195.69,Managed client-server access,South Cynthiashire,Male,Greece,1/5/2016 16:26,0
78.7,29,53431.35,153.76,Programmable uniform website,Carterland,Female,Belgium,1/11/2016 2:07,1
65.56,52,33951.63,226.49,Horizontal client-server database,Penatown,Female,Cuba,1/5/2016 16:26,1
55.6,39,42078.89,124.44,Customer-focused incremental system engine,North April,Female,Belize,5/8/2016 22:24,1
41.67,36,29398.61,140.46,Multi-layered fresh-thinking neural-net,Ronaldport,Female,Qatar,7/6/2016 5:34,0
37,30,57877.15,140.15,Visionary maximized process improvement,Lake Jessicaville,Male,Palestinian Territory,3/23/2016 6:00,1
43.49,37,23936.86,109.29,Decentralized needs-based analyzer,Jordantown,Male,Sri Lanka,3/9/2016 14:57,0
35.66,40,73882.91,194.23,Distributed leadingedge orchestration,Shelbyport,Male,Switzerland,1/17/2016 18:45,0
72.23,33,60953.93,125.27,Synchronized multi-tasking ability,East Carlos,Female,Indonesia,3/9/2016 0:41,0
50.08,40,57260.41,123.51,Total 5thgeneration standardization,New Travistown,Female,Hungary,4/22/2016 22:01,1
51.24,36,60843.32,140.46,Inverse zero-defect capability,North Randy,Female,Fiji,3/7/2016 20:02,0
46.61,41,57846.68,122.31,Reactive needs-based instruction set,Port Katelynview,Female,Bangladesh,5/9/2016 21:54,1
36.08,26,70203.74,162.03,Monitored 24/7 moratorium,Lake Jacqueline,Female,Angola,7/18/2016 1:36,0
82.07,22,31215.88,121.07,Stand-alone well-modulated product,North Isabellaville,Female,Austria,2/26/2016 22:46,0
41.73,42,60514.05,243.61,Intuitive exuding service-desk,Lake Jennifer,Female,Guernsey,4/6/2016 11:24,0
79.52,31,59886.58,131.29,Multi-layered fresh-thinking neural-net,East Kevinbury,Female,Madagascar,7/8/2016 17:14,0
76.56,34,20592.99,203.84,Cloned explicit middleware,Kingshire,Male,Namibia,3/11/2016 0:05,0
55.6,54,47258.59,240.63,Automated stable help-desk,Westshire,Female,Saudi Arabia,1/16/2016 23:37,1
84.33,41,50506.44,140.46,Function-based optimizing protocol,North Johnside,Female,Qatar,1/5/2016 20:58,0
46.61,21,61009.1,139.34,Function-based context-sensitive secured line,South Rebecca,Male,Bulgaria,1/2/2016 14:36,0
70.09,45,47968.32,124.67,Pre-emptive next generation Internet solution,Meyersstad,Female,Liberia,2/26/2016 22:46,1
76.06,39,65953.76,225.99,Managed zero tolerance concept,West Angelabury,Male,Croatia,1/14/2016 16:30,0
82.79,35,51119.93,226.54,Optional multi-state hardware,East Ericport,Male,French Southern Territories,7/2/2016 20:23,1
35.49,31,56180.93,207.17,Multi-layered fresh-thinking neural-net,Laurieside,Female,Saint Pierre and Miquelon,2/26/2016 22:46,0
80.03,28,49282.87,230.52,Robust holistic application,Westshire,Female,Peru,1/20/2016 0:26,1
34.86,36,32549.95,124.44,Exclusive disintermediate task-force,North Randy,Female,Belize,5/8/2016 22:24,1
70.96,31,51739.63,214.06,Realigned tangible collaboration,Robertbury,Female,Tajikistan,1/3/2016 7:13,0
80.47,43,73538.09,187.76,Optimized upward-trending productivity,West Shannon,Male,Turkey,3/30/2016 23:40,1
36.08,38,50723.67,154.75,Reactive national success,Robertstown,Female,Lao People's Democratic Republic,4/6/2016 11:24,1
72.23,33,39616,162.03,Stand-alone well-modulated product,Anthonyfurt,Female,Indonesia,6/17/2016 20:18,0
41.73,28,55121.65,207.17,Synchronized user-facing core,Markhaven,Male,Czech Republic,4/8/2016 22:40,0
80.3,52,27241.11,195.69,Programmable uniform website,Penatown,Male,Australia,6/16/2016 2:01,1
56.39,46,40468.53,200.71,Automated multi-state toolset,Mosleyburgh,Female,Burundi,1/5/2016 12:59,0
79.54,44,48335.2,137.24,Down-sized background groupware,Brianfurt,Female,Bulgaria,5/25/2016 20:10,1
73.21,43,73538.09,198.45,Optimized upward-trending productivity,Port Jeffrey,Male,Turkey,4/3/2016 21:13,1
83.4,34,34191.23,160.03,Ameliorated exuding encryption,Kingshire,Female,Namibia,3/11/2016 0:05,0
56.16,30,53188.69,111.94,Public-key bi-directional Graphical User Interface,Olsonside,Male,Bolivia,4/29/2016 20:40,1
68.01,51,74535.94,188.56,Vision-oriented real-time framework,Reyesfurt,Female,China,6/1/2016 16:10,1
82.07,41,50628.31,126.39,Face-to-face even-keeled website,West Lisa,Female,El Salvador,5/30/2016 20:07,1
55.6,39,48335.2,258.62,Vision-oriented attitude-oriented Internet solution,Westshire,Female,Uganda,5/29/2016 18:12,1
81.22,41,57846.68,154.93,Function-based optimizing protocol,Morganport,Female,Congo,3/30/2016 23:40,1
56.39,40,73882.91,221.98,Synergized coherent interface,Lake Jillville,Male,Somalia,4/5/2016 18:02,1
85.54,45,59886.58,174.88,Secured 24hour policy,Wintersfort,Female,Czech Republic,2/21/2016 5:23,1
59.59,48,43974.49,212.38,Polarized tangible collaboration,Burgessside,Female,Brazil,7/17/2016 1:13,1
66.08,52,33951.63,186.37,Customizable tangible hierarchy,Penatown,Male,Portugal,4/4/2016 8:19,1
40.47,35,25603.93,236.87,Future-proofed fresh-thinking conglomeration,Wrightburgh,Female,Myanmar,7/3/2016 9:22,0
74.54,55,57014.84,187.76,Pre-emptive transitional protocol,Hubbardmouth,Male,Netherlands,5/30/2016 20:07,1
55.6,39,48335.2,140.15,Cloned object-oriented benchmark,Westshire,Female,Australia,2/27/2016 12:34,1
42.04,60,69646.35,193.29,Synchronized multi-tasking ability,East Brittanyville,Female,Burundi,3/3/2016 3:51,0
46.61,50,51119.93,163.48,Focused coherent success,Wilcoxport,Male,Turkey,4/3/2016 21:13,1
55.6,32,55424.24,178.92,Business-focused transitional solution,Lisafort,Male,Chile,5/8/2016 10:25,0
66.18,34,59785.94,160.03,Cloned explicit middleware,Hawkinsbury,Female,Turkmenistan,3/11/2016 0:05,0
40.47,29,63109.74,120.06,Programmable uniform website,Williamsport,Male,Portugal,7/19/2016 8:32,1
61.22,45,59886.58,235.99,Enhanced homogeneous moderator,Lake Brian,Female,Micronesia,3/5/2016 12:03,1
56.39,46,40468.53,191.82,Automated multi-state toolset,Johnsontown,Female,Cayman Islands,4/6/2016 14:16,1
83.71,44,50723.67,187.76,Down-sized background groupware,Port Jodi,Female,Micronesia,5/25/2016 20:10,1
59.22,34,34191.23,160.03,Cloned explicit middleware,Johnsontown,Female,Brunei Darussalam,2/27/2016 8:52,0
42.04,37,74623.27,216.49,Multi-channeled scalable moratorium,Johnstad,Female,Cuba,5/3/2016 16:02,0
89.05,44,48246.6,227.63,Future-proofed fresh-thinking conglomeration,Palmerside,Female,Bulgaria,3/14/2016 14:13,1
71.84,39,38067.08,124.44,Customer-focused incremental system engine,Harmonhaven,Female,American Samoa,6/27/2016 1:56,1
46.2,28,67669.06,217.37,Centralized logistical secured line,Reyesfurt,Female,Croatia,2/15/2016 16:52,0
80.3,29,73910.9,195.69,Programmable uniform website,South Cynthiashire,Male,Australia,1/5/2016 16:26,0
51.87,29,69646.35,190.12,Managed client-server access,Gomezport,Male,Georgia,5/3/2016 16:02,0
86.06,35,61067.58,140.15,Ergonomic methodical encoding,Williamport,Male,Bolivia,3/4/2016 10:13,1
39.96,45,31092.93,190.12,Focused coherent success,Wintersfort,Male,Fiji,3/18/2016 13:00,1
62.26,32,55424.24,172.83,Focused upward-trending core,Lisafort,Female,Bahamas,4/28/2016 22:54,0
57.24,33,43974.49,111.71,Compatible composite project,Taylorhaven,Male,Afghanistan,7/14/2016 22:43,1
79.54,44,48335.2,187.76,Reverse-engineered context-sensitive emulation,New Travistown,Female,Micronesia,2/12/2016 1:55,1
70.03,26,51463.17,213.38,Front-line zero-defect array,Charlesport,Female,United Arab Emirates,7/18/2016 1:36,0
88.04,41,57846.68,126.39,Synergistic reciprocal attitude,West Lisa,Female,Cuba,5/25/2016 20:10,1
55.92,34,59785.94,160.03,Cloned explicit middleware,Hawkinsbury,Female,Brunei Darussalam,2/27/2016 8:52,0
39.76,23,61617.98,211.38,Phased content-based middleware,Patriciahaven,Male,Denmark,4/3/2016 11:38,0
83.16,41,48335.2,150.8,Cross-group value-added success,South Lauratown,Female,El Salvador,5/30/2016 20:07,1
44.4,32,70505.06,172.83,Focused upward-trending core,Lisafort,Male,Bahamas,1/31/2016 5:12,0
36.08,45,59610.81,119.03,Reactive bi-directional standardization,Wintersfort,Male,Maldives,3/5/2016 12:03,1
65.07,23,61617.98,172.81,Realigned systematic function,Hubbardmouth,Female,Serbia,2/26/2016 22:46,0
74.15,31,51739.63,207.17,Realigned tangible collaboration,Thomasview,Female,Madagascar,2/26/2016 22:46,0
40.17,26,74903.41,231.37,Persistent even-keeled application,Melissastad,Male,Bosnia and Herzegovina,3/11/2016 6:49,0
84.76,40,40468.53,140.46,Distributed leadingedge orchestration,Sanchezland,Female,Uganda,2/17/2016 20:22,1
56.64,25,50671.6,141.89,Business-focused transitional solution,Nelsonfurt,Male,Hong Kong,4/28/2016 2:55,0
42.04,37,59448.44,158.56,Cloned object-oriented benchmark,Westshire,Female,Antigua and Barbuda,1/14/2016 14:00,1
76.58,40,40468.53,140.46,Distributed leadingedge orchestration,Ramirezton,Female,Congo,7/13/2016 1:48,0
43.63,32,69481.85,226.54,Total cohesive moratorium,Williamsport,Male,Saint Vincent and the Grenadines,1/1/2016 15:14,1
89,41,50628.31,126.39,Realigned next generation projection,East Maureen,Male,Honduras,5/13/2016 11:57,1
41.73,28,71222.4,217.37,Inverse local hub,North Wesleychester,Female,Croatia,2/15/2016 16:52,0
64.75,36,61610.05,124.44,Monitored systematic hierarchy,Elizabethport,Female,Uganda,2/29/2016 23:56,1
59.51,35,33293.78,117.35,Total 5thgeneration standardization,Kristinfurt,Female,Qatar,6/29/2016 10:50,0
83.71,42,60514.05,238.58,Enhanced optimizing website,Hubbardmouth,Female,Czech Republic,5/19/2016 14:30,1
86.06,32,55424.24,178.92,Business-focused transitional solution,Lisafort,Male,Bahamas,1/9/2016 3:45,0
60.23,43,73538.09,167.86,Optimized upward-trending productivity,Shelbyport,Male,Northern Mariana Islands,4/3/2016 21:13,1
55.6,28,19991.72,210.6,Cloned analyzing artificial intelligence,Karenmouth,Female,Myanmar,2/29/2016 23:56,0
43.49,37,51067.54,217.37,Customer-focused multi-tasking Internet solution,New Brandy,Male,Australia,6/5/2016 7:54,0
41.73,31,61840.26,207.17,Optional full-range projection,West Angelabury,Male,Singapore,6/21/2016 14:32,0
51.24,54,53188.69,136.64,Virtual scalable secured line,Olsonstad,Female,Cambodia,1/16/2016 23:37,1
51.24,54,38609.2,182.2,Virtual scalable secured line,Haleview,Female,Cambodia,3/31/2016 20:55,1
43.49,37,50960.08,195.69,Cross-group non-volatile secured line,Zacharyton,Male,Australia,4/4/2016 20:01,0
37.87,51,51868.85,230.93,Organic bottom-line service-desk,Youngfort,Female,Uganda,1/14/2016 8:27,1
36.08,45,48206.04,174.88,Pre-emptive next generation Internet solution,Wintersfort,Female,Taiwan,3/25/2016 15:17,1
56.3,28,39799.73,120.49,Sharable reciprocal project,Kennedyfurt,Male,Croatia,5/28/2016 12:20,0
60.7,19,60938.73,229.22,Face-to-face analyzing encryption,Zacharyton,Female,Cyprus,2/19/2016 20:49,0
47.64,29,53431.35,216.49,Front-line dynamic model,Christinetown,Female,Georgia,1/16/2016 16:40,0
68.01,33,56782.18,227.37,Synchronized multi-tasking ability,Silvaton,Female,Cote d'Ivoire,2/27/2016 20:20,1
87.35,41,50628.31,115.6,User-centric intangible contingency,Garciatown,Female,Spain,6/19/2016 22:08,0
83.71,38,57868.44,206.98,Pre-emptive content-based frame,Stewartbury,Male,Western Sahara,1/15/2016 19:40,1
60.83,39,61840.26,207.17,Managed zero tolerance concept,East Maureen,Male,American Samoa,5/19/2016 11:16,0
40.47,35,25603.93,236.87,Optional multi-state hardware,North Johnside,Female,San Marino,7/18/2016 1:36,0
80.3,33,66980.27,123.13,Focused coherent success,Silvaton,Male,Greece,2/27/2016 20:20,1
76.2,40,62669.59,110.68,Managed 6thgeneration hierarchy,South Adamhaven,Male,Togo,5/8/2016 10:25,0
33.33,45,59610.81,235.99,Enhanced homogeneous moderator,Wintersfort,Male,Bosnia and Herzegovina,3/5/2016 12:03,1
53.68,29,69646.35,208.05,Mandatory coherent groupware,Robertstown,Female,Burundi,3/9/2016 0:41,0
59.51,40,54286.1,167.22,Inverse local hub,West Gregburgh,Female,Qatar,1/17/2016 18:45,0
41.73,28,70324.8,217.37,Intuitive exuding service-desk,Jamiefort,Female,Gabon,5/6/2016 21:07,0
47.74,33,41547.62,184.23,Focused coherent success,Mezaton,Male,Iran,3/24/2016 6:36,1
46.61,45,52563.22,176.98,Virtual scalable secured line,Robertfurt,Female,Taiwan,3/31/2016 20:55,1
78.51,40,73882.91,132.63,Synergized coherent interface,Phelpschester,Male,Chad,3/31/2016 20:55,0
36.98,24,64698.58,196.77,Up-sized bifurcated capability,North Daniel,Male,Serbia,2/15/2016 14:13,0
56.39,29,69646.35,200.71,Digitized content-based circuit,East Carlos,Female,Burundi,6/19/2016 22:08,0
35.61,37,23936.86,181.02,Vision-oriented attitude-oriented Internet solution,Westshire,Female,Libyan Arab Jamahiriya,6/20/2016 14:20,1
89.34,35,25603.93,236.87,Profound zero administration instruction set,West Alice,Female,Austria,3/9/2016 6:22,0
51.24,36,29398.61,140.46,Face-to-face analyzing encryption,North Randy,Female,Saint Vincent and the Grenadines,2/3/2016 7:59,1
59.05,48,52736.33,123.13,Integrated coherent pricing structure,Burgessside,Male,Northern Mariana Islands,7/17/2016 1:13,1
89.05,44,60192.72,109.07,Synergistic reciprocal attitude,Michaelmouth,Male,Micronesia,5/31/2016 23:42,1
61.04,36,76003.47,140.46,Multi-tiered stable leverage,North Randy,Female,Lao People's Democratic Republic,3/15/2016 6:54,1
53.68,27,38817.4,216.49,Extended analyzing emulation,Garciatown,Female,Ukraine,7/3/2016 4:11,0
44.11,52,56725.47,195.69,Streamlined homogeneous analyzer,West Brandonton,Male,Australia,4/4/2016 20:01,1
78.84,31,75044.35,171.23,Stand-alone encompassing throughput,North Johnside,Female,Cameroon,1/3/2016 7:13,0
81.75,19,58966.22,124.54,Synergistic fresh-thinking array,Taylorhaven,Female,Greece,2/25/2016 16:33,1
62.26,36,70592.81,141.52,Synergized coherent interface,Lake Patrick,Male,Libyan Arab Jamahiriya,7/8/2016 3:47,0
42.04,37,67132.46,181.02,Vision-oriented attitude-oriented Internet solution,North Wesleychester,Female,Croatia,2/29/2016 19:26,0
80.46,25,50506.44,176.28,Digitized contextually-based product,West Aprilport,Male,Hong Kong,1/3/2016 7:13,0
70.39,27,38817.4,222.25,Front-line dynamic model,Johnstad,Female,Faroe Islands,7/8/2016 3:47,0
80.3,29,42760.22,120.06,Vision-oriented attitude-oriented Internet solution,Lake Josetown,Female,Belgium,2/3/2016 19:12,1
41.73,28,61840.26,207.17,Synchronized user-facing core,Markhaven,Male,Luxembourg,3/28/2016 2:29,0
64.75,31,56180.93,207.17,De-engineered tertiary secured line,New Michael,Female,Croatia,6/21/2016 14:32,0
88.04,38,57868.44,230.93,Profit-focused dedicated utilization,Bowenview,Female,Madagascar,1/15/2016 19:40,1
62.06,51,74535.94,188.56,Vision-oriented real-time framework,Johnsonfort,Female,Bahamas,5/15/2016 3:10,1
80.67,26,39132.64,131.68,De-engineered mobile infrastructure,Meyersstad,Male,Puerto Rico,1/8/2016 19:38,0
66.08,33,40468.53,191.82,Synchronized multi-tasking ability,Silvaton,Female,Greece,1/14/2016 9:27,0
61.22,36,59240.24,140.46,Intuitive exuding service-desk,North Brandon,Female,Qatar,7/6/2016 5:34,0
88.04,26,51463.17,131.68,Focused multi-state workforce,Shelbyport,Female,Angola,6/10/2016 3:56,0
53.68,27,36884.23,168.92,Front-line dynamic model,East Heatherside,Male,Netherlands Antilles,7/8/2016 3:47,0
54.88,22,73941.91,133.2,Digitized content-based circuit,Garciatown,Female,United States of America,7/3/2016 4:11,0
82.07,26,53336.76,185.46,Grass-roots systematic hardware,Vanessaview,Female,Angola,2/3/2016 22:11,0
76.2,33,49101.67,146.44,Focused coherent success,South George,Male,Vanuatu,2/6/2016 17:48,1
89,32,18368.57,115.6,Down-sized background groupware,Lake Jessicaville,Male,Isle of Man,1/9/2016 3:45,1
83.71,26,74903.41,131.68,Optional secondary access,East Kevinbury,Male,Croatia,6/10/2016 3:56,0
60.53,22,14775.5,139.34,Function-based context-sensitive secured line,Timothyfurt,Female,Austria,2/19/2016 20:49,0
59.59,33,44174.25,120.75,Focused coherent success,Taylorhaven,Male,Vanuatu,2/6/2016 17:48,1
75.55,26,53336.76,259.76,Extended systemic policy,West Alice,Female,Angola,6/10/2016 3:56,0
83.71,44,64564.07,140.95,Down-sized background groupware,Michaelmouth,Male,Croatia,3/14/2016 14:13,1
51.87,29,69646.35,105.22,Programmable uniform website,Lisamouth,Male,Portugal,3/9/2016 0:41,0
51.3,45,27241.11,130.86,Programmable uniform website,Shawnside,Male,Cuba,6/16/2016 2:01,1
41.73,28,61840.26,217.37,Organized global flexibility,Kennedyfurt,Male,Luxembourg,7/21/2016 10:01,0
80.51,25,50506.44,140.46,Automated mobile model,West Aprilport,Female,Hong Kong,1/3/2016 7:13,0
36.56,29,53431.35,129.33,Multi-lateral multi-state encryption,West Michaelhaven,Female,Senegal,6/18/2016 17:56,1
79.52,41,50628.31,126.39,Face-to-face even-keeled website,Palmerside,Female,El Salvador,1/5/2016 17:56,1
41.73,42,58151.87,199.43,Synergistic discrete middleware,Port Julie,Male,Czech Republic,7/17/2016 13:22,1
82.07,49,72524.86,227.63,Future-proofed fresh-thinking conglomeration,West Raymondmouth,Female,Sao Tome and Principe,1/5/2016 20:58,1
55.6,24,52252.91,182.2,Synchronized multimedia model,Lake Kurtmouth,Female,Serbia,7/15/2016 15:43,1
41.73,45,59886.58,124.67,Assimilated multi-state paradigm,Greerport,Female,Saudi Arabia,3/5/2016 12:03,1
68.01,33,58342.63,191.82,Synchronized multi-tasking ability,Silvaton,Female,United States of America,5/12/2016 21:32,1
38.37,36,29398.61,222.25,Intuitive exuding service-desk,New Rebecca,Female,Cook Islands,1/3/2016 16:01,1
83.71,26,53336.76,131.68,Focused multi-state workforce,Shelbyport,Female,Angola,6/10/2016 3:56,0
84.98,24,52252.91,178.92,Business-focused transitional solution,Destinyfurt,Male,Algeria,3/18/2016 13:22,0
41.73,28,67301.39,217.37,Organized global flexibility,Kennedyfurt,Male,Luxembourg,5/28/2016 12:20,1
70.39,27,31281.01,115.26,Ameliorated actuating workforce,South Lisa,Male,Lao People's Democratic Republic,2/27/2016 12:34,1
59.59,48,43974.49,157.04,Function-based context-sensitive secured line,Burgessside,Female,Brazil,7/17/2016 1:13,1
55.6,29,49850.52,216.49,Mandatory coherent groupware,Christinetown,Female,Burundi,1/12/2016 3:28,0
36.56,29,69718.19,198.5,Programmable uniform website,Jordantown,Male,Moldova,6/22/2016 7:33,0
54.39,34,40183.75,168.34,Cloned explicit middleware,New Tinamouth,Male,Hungary,2/27/2016 8:52,1
80.51,38,70582.55,122.04,Down-sized uniform info-mediaries,Stewartbury,Male,Norway,3/14/2016 14:13,1
46.61,33,43974.49,159.77,Reactive impactful challenge,Silvaton,Female,Bangladesh,5/12/2016 21:32,1
72.88,45,31092.93,137.24,Enhanced homogeneous moderator,Wintersfort,Male,Bosnia and Herzegovina,7/10/2016 17:24,1
80.31,31,55787.58,207.17,Multi-channeled asymmetric installation,Laurieside,Female,Hong Kong,2/26/2016 22:46,0
42.04,37,23936.86,195.69,Managed client-server access,Sarafurt,Male,Australia,2/5/2016 16:50,1
41.73,23,67307.43,217.37,Synchronized user-facing core,Port Kathleenfort,Male,Slovenia,6/16/2016 2:01,0
78.57,49,45632.51,168.34,Cloned explicit middleware,Davidstad,Female,Brunei Darussalam,3/11/2016 0:05,0
59.05,48,52736.33,212.38,Function-based context-sensitive secured line,Burgessside,Male,Turkey,7/17/2016 1:13,1
80.03,42,60514.05,243.61,Innovative interactive portal,Lake Jennifer,Female,Costa Rica,4/6/2016 11:24,1
39.36,42,57868.44,120.75,Innovative interactive portal,Lake Jennifer,Female,United Kingdom,4/6/2016 11:24,1
80.51,52,59886.58,177.78,Monitored object-oriented Graphic Interface,Zacharyton,Male,French Southern Territories,4/16/2016 14:15,0
41.73,31,56180.93,207.17,Optional full-range projection,New Michael,Female,Croatia,2/26/2016 22:46,0
55.6,35,49995.63,236.87,Optional multi-state hardware,North Johnside,Female,Lao People's Democratic Republic,1/3/2016 7:13,0
54.47,32,56605.12,172.83,Focused upward-trending core,Lisafort,Male,Uruguay,4/28/2016 22:54,0
